instance,2013_INDU-GlucoRed,2013_INDU-Lingeling,2013_INDU-Lingeling_aqw,2013_INDU-Nigma,2013_INDU-Nigma-NoPB,2013_INDU-RSeq,2013_INDU-Riss3g_3g,2013_INDU-SAT4J,2013_INDU-Solver43a,2013_INDU-Solver43b,2013_INDU-ZENN,2013_INDU-forl,2013_INDU-gluH,2013_INDU-gluH_simp,2013_INDU-glucose,2013_INDU-glue_bit,2013_INDU-gluebit_lgl,2013_INDU-glueminisat,2013_INDU-minipure,2013_INDU-relback,2013_INDU-satUZK,2013_INDU-sattimeRelbackShr,2013_INDU-strangenight
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/atco_enc3_opt1_03_53.cnf,SAT:1082.54:1082.54:5000.0:0,SAT:2907.72:2907.72:5000.0:0,SAT:2662.29:2662.29:5000.0:0,SAT:2814.0:2814.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3347.71:3347.71:5000.0:0,SAT:3205.39:3205.39:5000.0:0,SAT:3619.83:3619.83:5000.0:0,SAT:3875.0:3875.0:5000.0:0,SAT:2833.43:2833.43:5000.0:0,SAT:1864.56:1864.56:5000.0:0,SAT:995.81:995.81:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2815.05:2815.05:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2778.2:2778.2:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/atco_enc3_opt1_04_50.cnf,SAT:1230.16:1230.16:5000.0:0,SAT:2161.89:2161.89:5000.0:0,SAT:1594.96:1594.96:5000.0:0,SAT:1371.41:1371.41:5000.0:0,SAT:1493.17:1493.17:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:864.188:864.188:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1228.24:1228.24:5000.0:0,SAT:935.629:935.629:5000.0:0,SAT:472.19:472.19:5000.0:0,SAT:1700.54:1700.54:5000.0:0,SAT:934.687:934.687:5000.0:0,SAT:602.178:602.178:5000.0:0,SAT:1830.85:1830.85:5000.0:0,SAT:1061.56:1061.56:5000.0:0,SAT:943.03:943.03:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2183.21:2183.21:5000.0:0,SAT:877.165:877.165:5000.0:0,SAT:907.33:907.33:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2030.21:2030.21:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/atco_enc3_opt1_13_48.cnf,SAT:1004.87:1004.87:5000.0:0,SAT:1978.99:1978.99:5000.0:0,SAT:1694.55:1694.55:5000.0:0,SAT:929.246:929.246:5000.0:0,SAT:1727.1:1727.1:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1048.89:1048.89:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1557.38:1557.38:5000.0:0,SAT:1548.38:1548.38:5000.0:0,SAT:1051.23:1051.23:5000.0:0,SAT:1152.51:1152.51:5000.0:0,SAT:1065.71:1065.71:5000.0:0,SAT:844.97:844.97:5000.0:0,SAT:1777.65:1777.65:5000.0:0,SAT:1121.47:1121.47:5000.0:0,SAT:1453.09:1453.09:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1196.54:1196.54:5000.0:0,SAT:1153.01:1153.01:5000.0:0,SAT:870.53:870.53:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4108.82:4108.82:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/atco_enc3_opt2_05_21.cnf,SAT:2357.88:2357.88:5000.0:0,SAT:3238.69:3238.69:5000.0:0,SAT:3186.86:3186.86:5000.0:0,SAT:702.129:702.129:5000.0:0,SAT:787.798:787.798:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:917.965:917.965:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1469.47:1469.47:5000.0:0,SAT:1314.18:1314.18:5000.0:0,SAT:1968.13:1968.13:5000.0:0,SAT:4362.37:4362.37:5000.0:0,SAT:690.156:690.156:5000.0:0,SAT:2454.27:2454.27:5000.0:0,SAT:551.546:551.546:5000.0:0,SAT:1227.26:1227.26:5000.0:0,SAT:3840.66:3840.66:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2248.42:2248.42:5000.0:0,SAT:1241.68:1241.68:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/atco_enc3_opt2_10_12.cnf,SAT:1425.94:1425.94:5000.0:0,SAT:1047.36:1047.36:5000.0:0,SAT:1169.59:1169.59:5000.0:0,SAT:2200.18:2200.18:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:926.834:926.834:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2627.16:2627.16:5000.0:0,SAT:1446.42:1446.42:5000.0:0,SAT:916.671:916.671:5000.0:0,SAT:1478.49:1478.49:5000.0:0,SAT:1099.12:1099.12:5000.0:0,SAT:1217.18:1217.18:5000.0:0,SAT:3332.55:3332.55:5000.0:0,SAT:2387.03:2387.03:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1994.24:1994.24:5000.0:0,SAT:1202.89:1202.89:5000.0:0,SAT:2621.41:2621.41:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:814.226:814.226:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/atco_enc3_opt2_10_14.cnf,SAT:2451.57:2451.57:5000.0:0,SAT:1079.59:1079.59:5000.0:0,SAT:1529.06:1529.06:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4424.12:4424.12:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2010.94:2010.94:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1034.16:1034.16:5000.0:0,SAT:2178.28:2178.28:5000.0:0,SAT:1303.96:1303.96:5000.0:0,SAT:1106.7:1106.7:5000.0:0,SAT:1841.29:1841.29:5000.0:0,SAT:1021.14:1021.14:5000.0:0,SAT:855.993:855.993:5000.0:0,SAT:2010.93:2010.93:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3805.11:3805.11:5000.0:0,SAT:2805.98:2805.98:5000.0:0,SAT:3081.49:3081.49:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1088.07:1088.07:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/atco_enc3_opt2_18_44.cnf,SAT:2460.4:2460.4:5000.0:0,SAT:2867.62:2867.62:5000.0:0,SAT:3444.52:3444.52:5000.0:0,SAT:1914.19:1914.19:5000.0:0,SAT:2955.07:2955.07:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1919.16:1919.16:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2892.07:2892.07:5000.0:0,SAT:1358.22:1358.22:5000.0:0,SAT:1558.87:1558.87:5000.0:0,SAT:1319.07:1319.07:5000.0:0,SAT:1421.77:1421.77:5000.0:0,SAT:2056.35:2056.35:5000.0:0,SAT:2168.27:2168.27:5000.0:0,SAT:1286.12:1286.12:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1652.56:1652.56:5000.0:0,SAT:1346.81:1346.81:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/beempgsol2b1.cnf,SAT:115.578:115.578:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:0.229964:0.229964:5000.0:0,SAT:4119.94:4119.94:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:408.783:408.783:5000.0:0,SAT:180.191:180.191:5000.0:0,SAT:156.199:156.199:5000.0:0,SAT:310.571:310.571:5000.0:0,SAT:164.872:164.872:5000.0:0,SAT:224.25:224.25:5000.0:0,SAT:246.332:246.332:5000.0:0,SAT:154.862:154.862:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:242.547:242.547:5000.0:0,SAT:1300.82:1300.82:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:141.922:141.922:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/beempgsol5b1.cnf,SAT:124.252:124.252:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:0.229964:0.229964:5000.0:0,SAT:1845.95:1845.95:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1855.53:1855.53:5000.0:0,SAT:333.207:333.207:5000.0:0,SAT:182.013:182.013:5000.0:0,SAT:306.127:306.127:5000.0:0,SAT:125.204:125.204:5000.0:0,SAT:137.856:137.856:5000.0:0,SAT:171.0:171.0:5000.0:0,SAT:67.8847:67.8847:5000.0:0,SAT:145.327:145.327:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:167.38:167.38:5000.0:0,SAT:2438.63:2438.63:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1985.61:1985.61:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/bjrb07amba10andenv.cnf,SAT:970.956:970.956:5000.0:0,SAT:3457.38:3457.38:5000.0:0,SAT:1132.07:1132.07:5000.0:0,SAT:772.532:772.532:5000.0:0,SAT:537.643:537.643:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:448.095:448.095:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1451.46:1451.46:5000.0:0,SAT:1141.3:1141.3:5000.0:0,SAT:981.984:981.984:5000.0:0,SAT:1165.46:1165.46:5000.0:0,SAT:381.549:381.549:5000.0:0,SAT:531.827:531.827:5000.0:0,SAT:608.861:608.861:5000.0:0,SAT:424.972:424.972:5000.0:0,SAT:1087.96:1087.96:5000.0:0,SAT:665.423:665.423:5000.0:0,SAT:986.32:986.32:5000.0:0,SAT:834.048:834.048:5000.0:0,SAT:1042.39:1042.39:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2466.85:2466.85:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/blocks-blocks-36-0.120-NOTKNOWN.cnf,SAT:907.553:907.553:5000.0:0,SAT:1980.98:1980.98:5000.0:0,SAT:1414.74:1414.74:5000.0:0,SAT:1555.32:1555.32:5000.0:0,SAT:2875.36:2875.36:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1018.77:1018.77:5000.0:0,SAT:770.733:770.733:5000.0:0,SAT:1720.39:1720.39:5000.0:0,SAT:828.135:828.135:5000.0:0,SAT:1153.22:1153.22:5000.0:0,SAT:1399.58:1399.58:5000.0:0,SAT:1089.24:1089.24:5000.0:0,SAT:2058.18:2058.18:5000.0:0,SAT:1062.1:1062.1:5000.0:0,SAT:1211.04:1211.04:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1639.87:1639.87:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1284.35:1284.35:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/blocks-blocks-36-0.130-NOTKNOWN.cnf,SAT:144.108:144.108:5000.0:0,SAT:256.361:256.361:5000.0:0,SAT:53.8368:53.8368:5000.0:0,SAT:171.993:171.993:5000.0:0,SAT:169.486:169.486:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:170.683:170.683:5000.0:0,SAT:49.2065:49.2065:5000.0:0,SAT:90.4382:90.4382:5000.0:0,SAT:220.542:220.542:5000.0:0,SAT:106.796:106.796:5000.0:0,SAT:30.8353:30.8353:5000.0:0,SAT:238.948:238.948:5000.0:0,SAT:63.8693:63.8693:5000.0:0,SAT:43.1514:43.1514:5000.0:0,SAT:172.573:172.573:5000.0:0,SAT:438.923:438.923:5000.0:0,SAT:306.68:306.68:5000.0:0,SAT:53.1969:53.1969:5000.0:0,SAT:3671.57:3671.57:5000.0:0,SAT:42.2376:42.2376:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/blocks-blocks-37-1.130-NOTKNOWN.cnf,SAT:518.306:518.306:5000.0:0,SAT:880.438:880.438:5000.0:0,SAT:702.803:702.803:5000.0:0,SAT:1041.68:1041.68:5000.0:0,SAT:1301.01:1301.01:5000.0:0,SAT:848.324:848.324:5000.0:0,SAT:837.642:837.642:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:771.37:771.37:5000.0:0,SAT:711.291:711.291:5000.0:0,SAT:1881.34:1881.34:5000.0:0,SAT:541.743:541.743:5000.0:0,SAT:764.599:764.599:5000.0:0,SAT:554.915:554.915:5000.0:0,SAT:839.109:839.109:5000.0:0,SAT:723.809:723.809:5000.0:0,SAT:1647.58:1647.58:5000.0:0,SAT:933.805:933.805:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:570.654:570.654:5000.0:0,SAT:617.233:617.233:5000.0:0,SAT:602.754:602.754:5000.0:0,SAT:754.861:754.861:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/bob12m02-opt.cnf,SAT:1029.52:1029.52:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2322.95:2322.95:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1115.75:1115.75:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2267.22:2267.22:5000.0:0,SAT:1127.25:1127.25:5000.0:0,SAT:2559.58:2559.58:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:711.055:711.055:5000.0:0,SAT:927.513:927.513:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:441.091:441.091:5000.0:0,SAT:960.371:960.371:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:738.096:738.096:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4974.01:4974.01:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/bob12m02.cnf,SAT:3337.19:3337.19:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:0.234963:0.234963:5000.0:0,SAT:1551.35:1551.35:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:971.032:971.032:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1119.79:1119.79:5000.0:0,SAT:1264.49:1264.49:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:496.915:496.915:5000.0:0,SAT:1128.28:1128.28:5000.0:0,SAT:616.651:616.651:5000.0:0,SAT:205.974:205.974:5000.0:0,SAT:1009.97:1009.97:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:682.656:682.656:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3093.01:3093.01:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/bob12m04.cnf,SAT:124.648:124.648:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2686.39:2686.39:5000.0:0,SAT:2886.93:2886.93:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:87.5607:87.5607:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:265.632:265.632:5000.0:0,SAT:90.4433:90.4433:5000.0:0,SAT:74.0847:74.0847:5000.0:0,SAT:308.028:308.028:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:93.3668:93.3668:5000.0:0,SAT:103.007:103.007:5000.0:0,SAT:259.325:259.325:5000.0:0,SAT:292.135:292.135:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1837.22:1837.22:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/bob12m09-opt.cnf,SAT:330.362:330.362:5000.0:0,SAT:3849.55:3849.55:5000.0:0,SAT:931.088:931.088:5000.0:0,SAT:128.07:128.07:5000.0:0,SAT:149.848:149.848:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:228.05:228.05:5000.0:0,SAT:1433.86:1433.86:5000.0:0,SAT:1395.17:1395.17:5000.0:0,SAT:1482.53:1482.53:5000.0:0,SAT:165.177:165.177:5000.0:0,SAT:344.694:344.694:5000.0:0,SAT:154.145:154.145:5000.0:0,SAT:186.637:186.637:5000.0:0,SAT:270.745:270.745:5000.0:0,SAT:228.368:228.368:5000.0:0,SAT:378.512:378.512:5000.0:0,SAT:275.618:275.618:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:517.662:517.662:5000.0:0,SAT:334.516:334.516:5000.0:0,SAT:2057.95:2057.95:5000.0:0,SAT:399.771:399.771:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/bob12s02.cnf,SAT:694.964:694.964:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:0.264959:0.264959:5000.0:0,SAT:1089.74:1089.74:5000.0:0,SAT:1120.04:1120.04:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:925.443:925.443:5000.0:0,SAT:1166.59:1166.59:5000.0:0,SAT:935.564:935.564:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:472.022:472.022:5000.0:0,SAT:511.894:511.894:5000.0:0,SAT:537.036:537.036:5000.0:0,SAT:404.18:404.18:5000.0:0,SAT:540.79:540.79:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:640.231:640.231:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3323.34:3323.34:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/bob12s09-opt.cnf,SAT:212.337:212.337:5000.0:0,SAT:3906.75:3906.75:5000.0:0,SAT:2397.42:2397.42:5000.0:0,SAT:197.343:197.343:5000.0:0,SAT:216.5:216.5:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:232.421:232.421:5000.0:0,SAT:1723.37:1723.37:5000.0:0,SAT:1101.42:1101.42:5000.0:0,SAT:1251.16:1251.16:5000.0:0,SAT:227.507:227.507:5000.0:0,SAT:532.905:532.905:5000.0:0,SAT:113.88:113.88:5000.0:0,SAT:124.092:124.092:5000.0:0,SAT:136.71:136.71:5000.0:0,SAT:434.58:434.58:5000.0:0,SAT:222.686:222.686:5000.0:0,SAT:248.616:248.616:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:281.936:281.936:5000.0:0,SAT:269.119:269.119:5000.0:0,SAT:1578.51:1578.51:5000.0:0,SAT:472.702:472.702:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/c10bi_i.cnf,SAT:157.891:157.891:5000.0:0,SAT:160.462:160.462:5000.0:0,SAT:165.891:165.891:5000.0:0,SAT:99.7918:99.7918:5000.0:0,SAT:83.7993:83.7993:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4393.81:4393.81:5000.0:0,SAT:105.288:105.288:5000.0:0,SAT:112.385:112.385:5000.0:0,SAT:111.284:111.284:5000.0:0,SAT:140.968:140.968:5000.0:0,SAT:72.9709:72.9709:5000.0:0,SAT:78.807:78.807:5000.0:0,SAT:79.4049:79.4049:5000.0:0,SAT:52.676:52.676:5000.0:0,SAT:116.391:116.391:5000.0:0,SAT:103.249:103.249:5000.0:0,SAT:868.055:868.055:5000.0:0,SAT:55.7655:55.7655:5000.0:0,SAT:202.277:202.277:5000.0:0,SAT:3532.73:3532.73:5000.0:0,SAT:250.965:250.965:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/complete-300-0.1-18-98765432130018.cnf,SAT:0.786879:0.786879:5000.0:0,SAT:3.12552:3.12552:5000.0:0,SAT:3.9604:3.9604:5000.0:0,SAT:1.07084:1.07084:5000.0:0,SAT:1.01984:1.01984:5000.0:0,SAT:37.4583:37.4583:5000.0:0,SAT:1.15382:1.15382:5000.0:0,SAT:0.587909:0.587909:5000.0:0,SAT:0.616905:0.616905:5000.0:0,SAT:0.576911:0.576911:5000.0:0,SAT:0.776881:0.776881:5000.0:0,SAT:1.9607:1.9607:5000.0:0,SAT:0.12598:0.12598:5000.0:0,SAT:0.814875:0.814875:5000.0:0,SAT:0.820874:0.820874:5000.0:0,SAT:0.114981:0.114981:5000.0:0,SAT:0.127979:0.127979:5000.0:0,SAT:0.84787:0.84787:5000.0:0,SAT:1.08583:1.08583:5000.0:0,SAT:570.02:570.02:5000.0:0,SAT:0.249961:0.249961:5000.0:0,SAT:34.3448:34.3448:5000.0:0,SAT:2419.32:2419.32:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/complete-300-0.1-4-9876543213004.cnf,SAT:0.84487:0.84487:5000.0:0,SAT:3.02054:3.02054:5000.0:0,SAT:8.17576:8.17576:5000.0:0,SAT:1.07784:1.07784:5000.0:0,SAT:1.18182:1.18182:5000.0:0,SAT:44.2283:44.2283:5000.0:0,SAT:1.19082:1.19082:5000.0:0,SAT:0.534918:0.534918:5000.0:0,SAT:0.6479:0.6479:5000.0:0,SAT:0.614906:0.614906:5000.0:0,SAT:0.84287:0.84287:5000.0:0,SAT:1.9957:1.9957:5000.0:0,SAT:0.12298:0.12298:5000.0:0,SAT:0.918859:0.918859:5000.0:0,SAT:0.951854:0.951854:5000.0:0,SAT:0.12598:0.12598:5000.0:0,SAT:0.149976:0.149976:5000.0:0,SAT:0.84987:0.84987:5000.0:0,SAT:1.01584:1.01584:5000.0:0,SAT:0.157975:0.157975:5000.0:0,SAT:0.172973:0.172973:5000.0:0,SAT:35.7646:35.7646:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/complete-300-0.1-7-9876543213007.cnf,SAT:0.869866:0.869866:5000.0:0,SAT:3.09753:3.09753:5000.0:0,SAT:11.5372:11.5372:5000.0:0,SAT:1.14083:1.14083:5000.0:0,SAT:1.18282:1.18282:5000.0:0,SAT:39.354:39.354:5000.0:0,SAT:1.21581:1.21581:5000.0:0,SAT:0.547916:0.547916:5000.0:0,SAT:0.653899:0.653899:5000.0:0,SAT:0.802877:0.802877:5000.0:0,SAT:0.867867:0.867867:5000.0:0,SAT:2.28065:2.28065:5000.0:0,SAT:0.12598:0.12598:5000.0:0,SAT:0.806877:0.806877:5000.0:0,SAT:0.860868:0.860868:5000.0:0,SAT:0.12598:0.12598:5000.0:0,SAT:0.140978:0.140978:5000.0:0,SAT:0.870867:0.870867:5000.0:0,SAT:1.00685:1.00685:5000.0:0,SAT:0.211967:0.211967:5000.0:0,SAT:0.162975:0.162975:5000.0:0,SAT:37.6923:37.6923:5000.0:0,SAT:1450.61:1450.61:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/complete-300-0.1-8-9876543213008.cnf,SAT:0.830873:0.830873:5000.0:0,SAT:3.14152:3.14152:5000.0:0,SAT:0.655899:0.655899:5000.0:0,SAT:1.09883:1.09883:5000.0:0,SAT:1.06684:1.06684:5000.0:0,SAT:37.8083:37.8083:5000.0:0,SAT:1.15382:1.15382:5000.0:0,SAT:0.682895:0.682895:5000.0:0,SAT:0.686894:0.686894:5000.0:0,SAT:0.592908:0.592908:5000.0:0,SAT:0.732888:0.732888:5000.0:0,SAT:2.03269:2.03269:5000.0:0,SAT:0.127979:0.127979:5000.0:0,SAT:0.796878:0.796878:5000.0:0,SAT:0.724889:0.724889:5000.0:0,SAT:0.12298:0.12298:5000.0:0,SAT:0.131979:0.131979:5000.0:0,SAT:0.842871:0.842871:5000.0:0,SAT:0.937857:0.937857:5000.0:0,SAT:0.12698:0.12698:5000.0:0,SAT:0.158975:0.158975:5000.0:0,SAT:33.3569:33.3569:5000.0:0,SAT:1227.34:1227.34:5000.0:0
/global/scratch/v7q8/2014SATInstances/2014_SAT_Competition/sc14-app/complete-400-0.1-12-98765432140012.cnf,SAT:2.89956:2.89956:5000.0:0,SAT:5.43117:5.43117:5000.0:0,SAT:283.696:283.696:5000.0:0,SAT:4.22636:4.22636:5000.0:0,SAT:4.38933:4.38933:5000.0:0,SAT:241.051:241.051:5000.0:0,SAT:4.27835:4.27835:5000.0:0,SAT:0.667897:0.667897:5000.0:0,SAT:1.9507:1.9507:5000.0:0,SAT:1.64375:1.64375:5000.0:0,SAT:3.35449:3.35449:5000.0:0,SAT:3.79742:3.79742:5000.0:0,SAT:0.267958:0.267958:5000.0:0,SAT:3.41948:3.41948:5000.0:0,SAT:2.83757:2.83757:5000.0:0,SAT:0.25696:0.25696:5000.0:0,SAT:0.277957:0.277957:5000.0:0,SAT:3.80142:3.80142:5000.0:0,SAT:3.63945:3.63945:5000.0:0,SAT:3234.13:3234.13:5000.0:0,SAT:0.343946:0.343946:5000.0:0,SAT:197.673:197.673:5000.0:0,SAT:2736.62:2736.62:5000.0:0
