instance,2014_INDU-BFS-Glucose_1.0c,2014_INDU-BFS-Glucose_mem_16_70_1.0cm,2014_INDU-BFS-Glucose_mem_32_70_1.0cm,2014_INDU-BFS-Glucose_mem_8_85_1.0cm,2014_INDU-CCAnr+glucose_2014,2014_INDU-Lingeling_(druplig)_azd,2014_INDU-Lingeling_(no_agile)_ayv,2014_INDU-Lingeling_ayv,2014_INDU-MiniSat_HACK_1430ED_1.0,2014_INDU-MiniSat_HACK_999ED_1.0,2014_INDU-Nigma,2014_INDU-Riss_4.27,2014_INDU-Riss_BlackBox_BlackBox,2014_INDU-Riss_DRAT,2014_INDU-SGSeq_1.0,2014_INDU-SWDiA5BY_A26,2014_INDU-SWDiA5BY_A30.4.100,2014_INDU-SatUZK_55,2014_INDU-SparrowToRiss_2014,2014_INDU-cryptominisat-4.1-st_4.1-st,2014_INDU-cryptominisat-v41-tuned-st_v41-tuned-st,2014_INDU-glucose_3.0,2014_INDU-glue_lgl_split_1.0,2014_INDU-glueminisat,2014_INDU-glueminisat_dev122,2014_INDU-minisat_blbd_1.13,2014_INDU-sattime2014r_2014r
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/soos--grainofsalt/hitag2-exptime9600/hitag2-7-60-0-0xc048b9ebae66e9d-32-SAT.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4988.7:4988.7:5000.0:0,SAT:1797.87:1797.87:5000.0:0,SAT:1702.16:1702.16:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1678.66:1678.66:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:630.715:630.715:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:87.3507:87.3507:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1654.62:1654.62:5000.0:0,SAT:226.814:226.814:5000.0:0,SAT:236.858:236.858:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/soos--grainofsalt/hitag2-exptime9600/hitag2-7-60-0-0xe8fa35372ed37e2-80.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4195.94:4195.94:5000.0:0,SAT:4377.98:4377.98:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:745.334:745.334:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/soos--grainofsalt/hitag2-exptime9600/hitag2-7-60-0-0xe97b5f1bee04d70-47.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3445.57:3445.57:5000.0:0,SAT:3526.37:3526.37:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:770.26:770.26:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satchal12-selected/Application_SAT+UNSAT/SAT_Race_2008/grieu-vmpc-31.cnf,SAT:288.149:288.149:5000.0:0,SAT:2712.6:2712.6:5000.0:0,SAT:2167.96:2167.96:5000.0:0,SAT:176.717:176.717:5000.0:0,SAT:3646.02:3646.02:5000.0:0,SAT:4916.6:4916.6:5000.0:0,SAT:1346.66:1346.66:5000.0:0,SAT:1478.19:1478.19:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:837.798:837.798:5000.0:0,SAT:1753.31:1753.31:5000.0:0,SAT:463.629:463.629:5000.0:0,SAT:142.758:142.758:5000.0:0,SAT:279.038:279.038:5000.0:0,SAT:3497.74:3497.74:5000.0:0,SAT:578.924:578.924:5000.0:0,SAT:53.6788:53.6788:5000.0:0,SAT:1555.72:1555.72:5000.0:0,SAT:3087.55:3087.55:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3276.91:3276.91:5000.0:0,SAT:74.0208:74.0208:5000.0:0,SAT:673.685:673.685:5000.0:0,SAT:693.846:693.846:5000.0:0,SAT:1257.4:1257.4:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satchal12-selected/Application_SAT+UNSAT/SAT_Race_2008/post-cbmc-zfcp-2.8-u2.cnf,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,SAT:184.735:184.735:5000.0:0,SAT:224.04:224.04:5000.0:0,SAT:212.8:212.8:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,SAT:155.478:155.478:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,SAT:56.1535:56.1535:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satchal12-selected/Application_SAT+UNSAT/SAT_Race_2008/velev-npe-1.0-9dlx-b71.cnf,SAT:2551.63:2551.63:5000.0:0,SAT:1267.85:1267.85:5000.0:0,SAT:1318.55:1318.55:5000.0:0,SAT:1522.71:1522.71:5000.0:0,SAT:1111.39:1111.39:5000.0:0,SAT:185.802:185.802:5000.0:0,SAT:65.605:65.605:5000.0:0,SAT:92.18:92.18:5000.0:0,SAT:35.7696:35.7696:5000.0:0,SAT:47.8907:47.8907:5000.0:0,SAT:1315.4:1315.4:5000.0:0,SAT:1149.4:1149.4:5000.0:0,SAT:259.347:259.347:5000.0:0,SAT:1201.55:1201.55:5000.0:0,SAT:60.5808:60.5808:5000.0:0,SAT:312.62:312.62:5000.0:0,SAT:173.718:173.718:5000.0:0,SAT:144.036:144.036:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1666.64:1666.64:5000.0:0,SAT:57.9712:57.9712:5000.0:0,SAT:454.993:454.993:5000.0:0,SAT:108.148:108.148:5000.0:0,SAT:120.033:120.033:5000.0:0,SAT:640.043:640.043:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satchal12-selected/Application_SAT+UNSAT/SAT_Race_2008/velev-vliw-uns-4.0-9.cnf,SAT:2348.99:2348.99:5000.0:0,SAT:3066.26:3066.26:5000.0:0,SAT:3077.06:3077.06:5000.0:0,SAT:2110.35:2110.35:5000.0:0,SAT:1111.42:1111.42:5000.0:0,SAT:462.549:462.549:5000.0:0,SAT:563.288:563.288:5000.0:0,SAT:772.708:772.708:5000.0:0,SAT:175.187:175.187:5000.0:0,SAT:150.568:150.568:5000.0:0,SAT:165.909:165.909:5000.0:0,SAT:368.358:368.358:5000.0:0,SAT:202.132:202.132:5000.0:0,SAT:408.517:408.517:5000.0:0,SAT:1085.89:1085.89:5000.0:0,SAT:86.9598:86.9598:5000.0:0,SAT:127.849:127.849:5000.0:0,SAT:4187.04:4187.04:5000.0:0,SAT:1928.38:1928.38:5000.0:0,SAT:383.051:383.051:5000.0:0,SAT:532.904:532.904:5000.0:0,SAT:77.4402:77.4402:5000.0:0,SAT:76.2034:76.2034:5000.0:0,SAT:115.069:115.069:5000.0:0,SAT:126.922:126.922:5000.0:0,SAT:286.728:286.728:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satchal12-submitted/application/SAT2012_AES/Benchmarks/16/aes_16_10_keyfind_3.cnf,SAT:2139.75:2139.75:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2167.78:2167.78:5000.0:0,SAT:1208.55:1208.55:5000.0:0,SAT:516.502:516.502:5000.0:0,SAT:525.368:525.368:5000.0:0,SAT:878.834:878.834:5000.0:0,SAT:438.674:438.674:5000.0:0,SAT:953.942:953.942:5000.0:0,SAT:91.88:91.88:5000.0:0,SAT:373.887:373.887:5000.0:0,SAT:188.16:188.16:5000.0:0,SAT:286.692:286.692:5000.0:0,SAT:1253.67:1253.67:5000.0:0,SAT:511.385:511.385:5000.0:0,SAT:398.154:398.154:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1096.21:1096.21:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2483.18:2483.18:5000.0:0,SAT:232.243:232.243:5000.0:0,SAT:534.827:534.827:5000.0:0,SAT:292.268:292.268:5000.0:0,SAT:296.722:296.722:5000.0:0,SAT:3340.19:3340.19:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satchal12-submitted/application/SAT2012_AES/Benchmarks/24/aes_24_4_keyfind_2.cnf,SAT:3276.74:3276.74:5000.0:0,SAT:3243.09:3243.09:5000.0:0,SAT:1663.65:1663.65:5000.0:0,SAT:4000.71:4000.71:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3606.23:3606.23:5000.0:0,SAT:2531.71:2531.71:5000.0:0,SAT:2586.57:2586.57:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1715.93:1715.93:5000.0:0,SAT:1429.4:1429.4:5000.0:0,SAT:1370.78:1370.78:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2843.97:2843.97:5000.0:0,SAT:1577.4:1577.4:5000.0:0,SAT:1824.22:1824.22:5000.0:0,SAT:3620.63:3620.63:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:172.402:172.402:5000.0:0,SAT:4073.53:4073.53:5000.0:0,SAT:4780.22:4780.22:5000.0:0,SAT:340.898:340.898:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satchal12-submitted/application/SAT2012_AES/Benchmarks/24/aes_24_4_keyfind_4.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3098.62:3098.62:5000.0:0,SAT:3052.81:3052.81:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1101.66:1101.66:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2737.79:2737.79:5000.0:0,SAT:236.405:236.405:5000.0:0,SAT:3179.06:3179.06:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2834.77:2834.77:5000.0:0,SAT:1194.27:1194.27:5000.0:0,SAT:2169.04:2169.04:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4073.66:4073.66:5000.0:0,SAT:2.07768:2.07768:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:89.2684:89.2684:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:601.662:601.662:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:42.5745:42.5745:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satcomp07-main-track-selected/application/anbulagan/hard-unsat/dated-5-19-u.cnf,SAT:4076.09:4076.09:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4314.81:4314.81:5000.0:0,SAT:3917.44:3917.44:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4849.82:4849.82:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4856.23:4856.23:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satcomp07-main-track-selected/application/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3422.94:3422.94:5000.0:0,SAT:4757.13:4757.13:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4660.68:4660.68:5000.0:0,SAT:4389.07:4389.07:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2696.47:2696.47:5000.0:0,SAT:3179.54:3179.54:5000.0:0,SAT:3651.96:3651.96:5000.0:0,SAT:3094.64:3094.64:5000.0:0,SAT:3737.4:3737.4:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3285.42:3285.42:5000.0:0,SAT:2672.83:2672.83:5000.0:0,SAT:4225.27:4225.27:5000.0:0,SAT:4128.27:4128.27:5000.0:0,SAT:1749.25:1749.25:5000.0:0,SAT:2448.82:2448.82:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satcomp09-main-track-selected/application/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1262.13:1262.13:5000.0:0,SAT:2311.21:2311.21:5000.0:0,SAT:1740.75:1740.75:5000.0:0,SAT:3987.02:3987.02:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4035.92:4035.92:5000.0:0,SAT:4045.67:4045.67:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3542.77:3542.77:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3268.82:3268.82:5000.0:0,SAT:3574.48:3574.48:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2983.69:2983.69:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satcomp09-main-track-selected/application/SAT09/APPLICATIONS/crypto/desgen/gss-25-s100.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satcomp09-main-track-selected/application/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1865.63:1865.63:5000.0:0,SAT:2471.67:2471.67:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satcomp09-main-track-selected/application/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3131.68:3131.68:5000.0:0,SAT:4638.42:4638.42:5000.0:0,SAT:4818.84:4818.84:5000.0:0,SAT:3718.27:3718.27:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3739.02:3739.02:5000.0:0,SAT:4773.24:4773.24:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1768.8:1768.8:5000.0:0,SAT:1287.06:1287.06:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3104.43:3104.43:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satcomp09-main-track-unselected/application/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_15_SAT.cnf,SAT:0.225964:0.225964:5000.0:0,SAT:0.429934:0.429934:5000.0:0,SAT:0.963852:0.963852:5000.0:0,SAT:0.236963:0.236963:5000.0:0,SAT:2.20866:2.20866:5000.0:0,SAT:5.69613:5.69613:5000.0:0,SAT:1.90171:1.90171:5000.0:0,SAT:2.00369:2.00369:5000.0:0,SAT:0.856868:0.856868:5000.0:0,SAT:1.26281:1.26281:5000.0:0,SAT:2.18167:2.18167:5000.0:0,SAT:1.37379:1.37379:5000.0:0,SAT:3.57146:3.57146:5000.0:0,SAT:1.35979:1.35979:5000.0:0,SAT:1000.62:1000.62:5000.0:0,SAT:1.09983:1.09983:5000.0:0,SAT:1.01284:1.01284:5000.0:0,SAT:3.3105:3.3105:5000.0:0,SAT:1.56976:1.56976:5000.0:0,SAT:1.18782:1.18782:5000.0:0,SAT:1.2918:1.2918:5000.0:0,SAT:1.49877:1.49877:5000.0:0,SAT:3.77743:3.77743:5000.0:0,SAT:3.63445:3.63445:5000.0:0,SAT:3.60245:3.60245:5000.0:0,SAT:1.2918:1.2918:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satcomp11-main-track-selected/SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:200.311:200.311:5000.0:0,SAT:225.8:225.8:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:993.722:993.722:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:23.3734:23.3734:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:434.675:434.675:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:759.174:759.174:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1440.43:1440.43:5000.0:0,SAT:4009.74:4009.74:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:155.125:155.125:5000.0:0,SAT:1679.87:1679.87:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/satcomp11-main-track-selected/SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:563.534:563.534:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:290.381:290.381:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:686.817:686.817:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:236.063:236.063:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
