instance,2007_INDU-minisat-sat07,2007_INDU-mxc,2007_INDU-picosat-535
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,SAT:623.184:623.184:5000.0:0,SAT:926.442:926.442:5000.0:0,SAT:1147.83:1147.83:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,SAT:423.626:423.626:5000.0:0,SAT:493.839:493.839:5000.0:0,SAT:1114.6:1114.6:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_r_sat.cnf,SAT:10.4754:10.4754:5000.0:0,SAT:6.18606:6.18606:5000.0:0,SAT:20.1549:20.1549:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1593.57:1593.57:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.120-NOTKNOWN.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,SAT:193.571:193.571:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:97.9931:97.9931:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,SAT:276.314:276.314:5000.0:0,SAT:2222.83:2222.83:5000.0:0,SAT:83.4193:83.4193:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,SAT:836.088:836.088:5000.0:0,SAT:2214.75:2214.75:5000.0:0,SAT:101.182:101.182:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,SAT:190.536:190.536:5000.0:0,SAT:1475.74:1475.74:5000.0:0,SAT:691.114:691.114:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,SAT:87.6487:87.6487:5000.0:0,SAT:1614.83:1614.83:5000.0:0,SAT:292.186:292.186:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,SAT:1185.43:1185.43:5000.0:0,SAT:4632.94:4632.94:5000.0:0,SAT:4392.4:4392.4:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,SAT:2374.11:2374.11:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2109.66:2109.66:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,SAT:535.447:535.447:5000.0:0,SAT:1250.84:1250.84:5000.0:0,SAT:1396.97:1396.97:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:822.124:822.124:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT_RACE06/ibm-2002-21r-k95.cnf,SAT:1270.91:1270.91:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:120.271:120.271:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,SAT:4.20936:4.20936:5000.0:0,SAT:10.9323:10.9323:5000.0:0,SAT:31.7322:31.7322:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/aloul-chnl11-13.cnf,SAT:839.648:839.648:5000.0:0,SAT:1411.38:1411.38:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/anbul-dated-5-15-u.cnf,SAT:1106.04:1106.04:5000.0:0,SAT:640.672:640.672:5000.0:0,SAT:854.33:854.33:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/anbul-part-10-13-s.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/anbul-part-10-15-s.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:650.65:650.65:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/een-tip-sat-nusmv-t5.B.cnf,SAT:5.2672:5.2672:5000.0:0,SAT:4.27335:4.27335:5000.0:0,SAT:5.41718:5.41718:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/fuhs-aprove-16.cnf,SAT:1244.0:1244.0:5000.0:0,SAT:1480.47:1480.47:5000.0:0,SAT:531.445:531.445:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/goldb-heqc-alu4mul.cnf,SAT:180.911:180.911:5000.0:0,SAT:321.391:321.391:5000.0:0,SAT:272.77:272.77:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/goldb-heqc-dalumul.cnf,SAT:1932.4:1932.4:5000.0:0,SAT:2441.11:2441.11:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/goldb-heqc-frg1mul.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/goldb-heqc-x1mul.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/grieu-vmpc-27.cnf,SAT:264.614:264.614:5000.0:0,SAT:52.381:52.381:5000.0:0,SAT:20.8498:20.8498:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/grieu-vmpc-31.cnf,SAT:2594.19:2594.19:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:109.611:109.611:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/ibm-2002-18r-k90.cnf,SAT:2135.79:2135.79:5000.0:0,SAT:4350.72:4350.72:5000.0:0,SAT:439.642:439.642:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/marijn-philips.cnf,SAT:625.433:625.433:5000.0:0,SAT:538.676:538.676:5000.0:0,SAT:3555.49:3555.49:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/maris-s03-gripper11.cnf,SAT:4791.93:4791.93:5000.0:0,SAT:398.683:398.683:5000.0:0,SAT:17.9063:17.9063:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/mizh-sha0-36-4.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1502.5:1502.5:5000.0:0,SAT:1207.16:1207.16:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/narain-vpn-clauses-10.cnf,SAT:200.899:200.899:5000.0:0,SAT:29.7155:29.7155:5000.0:0,SAT:78.766:78.766:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/narain-vpn-clauses-8.cnf,SAT:1084.66:1084.66:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1557.3:1557.3:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/palac-sn7-ipc5-h16.cnf,SAT:4380.45:4380.45:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:255.796:255.796:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/palac-uts-l06-ipc5-h34.cnf,SAT:75.4385:75.4385:5000.0:0,SAT:35.9825:35.9825:5000.0:0,SAT:18.9571:18.9571:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/post-c32s-col400-16.cnf,SAT:436.638:436.638:5000.0:0,SAT:358.352:358.352:5000.0:0,SAT:247.759:247.759:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/post-c32s-gcdm16-22.cnf,SAT:975.255:975.255:5000.0:0,SAT:2728.62:2728.62:5000.0:0,SAT:707.149:707.149:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/post-c32s-gcdm16-23.cnf,SAT:3383.12:3383.12:5000.0:0,SAT:3218.92:3218.92:5000.0:0,SAT:958.914:958.914:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/post-c32s-ss-8.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/post-cbmc-aes-d-r2.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1607.68:1607.68:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/post-cbmc-aes-ee-r2.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3853.65:3853.65:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/post-cbmc-aes-ee-r3.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/post-cbmc-zfcp-2.8-u2.cnf,SAT:45.0172:45.0172:5000.0:0,SAT:30.2484:30.2484:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/schup-l2s-bc56s-1-k391.cnf,SAT:1764.65:1764.65:5000.0:0,SAT:2478.93:2478.93:5000.0:0,SAT:2087.41:2087.41:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/schup-l2s-motst-2-k315.cnf,SAT:569.165:569.165:5000.0:0,SAT:571.546:571.546:5000.0:0,SAT:361.99:361.99:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/simon-s02-f2clk-50.cnf,SAT:2797.76:2797.76:5000.0:0,SAT:4159.62:4159.62:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/simon-s02b-r4b1k1.1.cnf,SAT:186.118:186.118:5000.0:0,SAT:502.822:502.822:5000.0:0,SAT:129.452:129.452:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/simon-s02b-r4b1k1.2.cnf,SAT:400.574:400.574:5000.0:0,SAT:237.756:237.756:5000.0:0,SAT:143.285:143.285:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/simon-s03-fifo8-400.cnf,SAT:201.244:201.244:5000.0:0,SAT:232.798:232.798:5000.0:0,SAT:184.605:184.605:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/simon-s03-w08-15.cnf,SAT:435.31:435.31:5000.0:0,SAT:361.934:361.934:5000.0:0,SAT:132.718:132.718:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/vange-col-abb313GPIA-9-c.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:654.114:654.114:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/velev-npe-1.0-9dlx-b71.cnf,SAT:1730.98:1730.98:5000.0:0,SAT:86.5388:86.5388:5000.0:0,SAT:259.158:259.158:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/velev-vliw-sat-4.0-b4.cnf,SAT:17.0624:17.0624:5000.0:0,SAT:28.0927:28.0927:5000.0:0,SAT:355.768:355.768:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/velev-vliw-sat-4.0-b8.cnf,SAT:8.92164:8.92164:5000.0:0,SAT:57.4943:57.4943:5000.0:0,SAT:367.049:367.049:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/velev-vliw-uns-2.0-iq1.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/velev-vliw-uns-2.0-iq2.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/velev-vliw-uns-2.0-uq5.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/velev-vliw-uns-4.0-9-i1.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2008/velev-vliw-uns-4.0-9.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/desgen/gss-16-s100.cnf,SAT:235.79:235.79:5000.0:0,SAT:164.998:164.998:5000.0:0,SAT:28.5937:28.5937:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/desgen/gss-19-s100.cnf,SAT:900.929:900.929:5000.0:0,SAT:3029.1:3029.1:5000.0:0,SAT:3298.96:3298.96:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/desgen/gss-20-s100.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:211.666:211.666:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/md5gen/gus-md5-07.cnf,SAT:71.8621:71.8621:5000.0:0,SAT:475.175:475.175:5000.0:0,SAT:554.191:554.191:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/md5gen/gus-md5-09.cnf,SAT:463.564:463.564:5000.0:0,SAT:1620.87:1620.87:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/md5gen/gus-md5-10.cnf,SAT:1270.93:1270.93:5000.0:0,SAT:3918.13:3918.13:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/md5_47_4.cnf,SAT:825.699:825.699:5000.0:0,SAT:39.278:39.278:5000.0:0,SAT:283.008:283.008:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/md5_48_1.cnf,SAT:689.485:689.485:5000.0:0,SAT:276.002:276.002:5000.0:0,SAT:1905.01:1905.01:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/md5_48_3.cnf,SAT:202.592:202.592:5000.0:0,SAT:416.019:416.019:5000.0:0,SAT:686.407:686.407:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/sha0_35_1.cnf,SAT:241.897:241.897:5000.0:0,SAT:35.1856:35.1856:5000.0:0,SAT:61.0227:61.0227:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/sha0_35_2.cnf,SAT:359.246:359.246:5000.0:0,SAT:33.056:33.056:5000.0:0,SAT:88.0646:88.0646:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/sha0_35_3.cnf,SAT:23.0685:23.0685:5000.0:0,SAT:81.1147:81.1147:5000.0:0,SAT:110.902:110.902:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/sha0_35_4.cnf,SAT:13.9039:13.9039:5000.0:0,SAT:46.245:46.245:5000.0:0,SAT:74.5997:74.5997:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/sha0_36_5.cnf,SAT:1216.87:1216.87:5000.0:0,SAT:1424.9:1424.9:5000.0:0,SAT:331.517:331.517:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/hardware-verification/velev/11pipe_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/hardware-verification/velev/12pipe_q0_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/hardware-verification/velev/1dlx_c_iq57_a.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/hardware-verification/velev/1dlx_c_iq60_a.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/anbulagan/dated-10-13-s.cnf,SAT:308.252:308.252:5000.0:0,SAT:257.935:257.935:5000.0:0,SAT:9.00163:9.00163:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/anbulagan/dated-10-13-u.cnf,SAT:2663.76:2663.76:5000.0:0,SAT:1289.82:1289.82:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/anbulagan/dated-5-13-u.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/anbulagan/dated-5-15-u.cnf,SAT:662.09:662.09:5000.0:0,SAT:426.674:426.674:5000.0:0,SAT:916.22:916.22:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/anbulagan/total-10-19-s.cnf,SAT:298.66:298.66:5000.0:0,SAT:48.9256:48.9256:5000.0:0,SAT:61.0567:61.0567:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/bioinf/q_query_3_l44_lambda.cnf,SAT:215.011:215.011:5000.0:0,SAT:369.003:369.003:5000.0:0,SAT:790.274:790.274:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/bioinf/q_query_3_l45_lambda.cnf,SAT:229.692:229.692:5000.0:0,SAT:558.813:558.813:5000.0:0,SAT:724.14:724.14:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/bioinf/q_query_3_l48_lambda.cnf,SAT:225.302:225.302:5000.0:0,SAT:583.42:583.42:5000.0:0,SAT:733.519:733.519:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/bioinf/rpoc_xits_08_UNSAT.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/diagnosis/ACG-15-10p0.cnf,SAT:4996.57:4996.57:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1344.67:1344.67:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/diagnosis/ACG-20-10p1.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/diagnosis/UCG-20-10p1.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4908.49:4908.49:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/diagnosis/UTI-20-10p0.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2891.89:2891.89:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/grieu/vmpc_27.cnf,SAT:297.383:297.383:5000.0:0,SAT:38.9731:38.9731:5000.0:0,SAT:20.7338:20.7338:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/grieu/vmpc_28.cnf,SAT:1138.89:1138.89:5000.0:0,SAT:285.543:285.543:5000.0:0,SAT:126.51:126.51:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/grieu/vmpc_31.cnf,SAT:3488.22:3488.22:5000.0:0,SAT:4077.48:4077.48:5000.0:0,SAT:110.697:110.697:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/palacios/safe-30-h30-sat.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:449.027:449.027:5000.0:0,SAT:5.49416:5.49416:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
